,CRD,CRD,CLIRAD `coolr_bands`,CLIRAD `coolr_bands`
,layer,coolrg,layer,coolrg
pressure,,,,
0.0003122,1,5.484452927374999,1,3.2022014
0.00075015,2,4.371989058226,2,3.028921
0.00105225,3,3.9646419092869998,3,2.9487866
0.001476,4,3.53356488307,4,2.8278122000000003
0.0020704,5,3.0966675732399995,5,2.6569987
0.00290415,6,2.6735184272970005,6,2.4305836
0.0040737,7,2.278111262225,7,2.1499552000000004
0.00571425,8,1.9178743272120002,8,1.8280188999999998
0.00801545,9,1.594254193302,9,1.4925611
0.01124335,10,1.3064553688749998,10,1.183929
0.01577115,11,1.053567317678,11,0.93818087
0.02212235,12,0.833762163332,12,0.76253761
0.03103125,13,0.641448426044,13,0.63086175
0.04352785,14,0.46520380445599996,14,0.50074019
0.061057,15,0.37336584520499994,15,0.41546657
0.0856453,16,0.3713617404730001,16,0.38741171
0.1201355,17,0.37699590072600003,17,0.36174133
0.1685155,18,0.37509257234000004,18,0.34208734
0.2363785,19,0.37924021958000004,19,0.34832181
0.3315485,20,0.39556551739,20,0.37739929
0.4651,21,0.43312538500000003,21,0.42072319
0.6524,22,0.49842232379999996,22,0.48073567
0.9151,23,0.5168421437299999,23,0.50747573
1.28365,24,0.49654345913,24,0.51504592
1.8006,25,0.47966475329999997,25,0.52483239
2.5257,26,0.45241542257399997,26,0.49455938
3.5428,27,0.427615356386,27,0.4584258
4.96955,28,0.40563050241700005,28,0.41394465
6.97085,29,0.38393405614379994,29,0.37065293
9.7781,30,0.36199750634669997,30,0.34833385
13.71585,31,0.33960595031490004,31,0.33455773
19.23935,32,0.31637626301189997,32,0.30848162
26.98725,33,0.29242115067964397,33,0.28802448
37.8553,34,0.27006190731400004,34,0.26924588
53.10005,35,0.2288224731166,35,0.22279858
73.8875,36,0.16060335775900003,36,0.14978372
97.6625,37,0.10189499273600001,37,0.08542732199999999
121.4375,38,0.111572161636,38,0.091352165
145.2125,39,0.16494732739759999,39,0.14418306
168.9875,40,0.218429233998,40,0.19816796
192.7625,41,0.34656558166490004,41,0.32396924
216.5375,42,0.7023892511834,42,0.67746101
240.3125,43,1.0402066124595,43,1.0138200000000002
264.0875,44,1.2511383057788001,44,1.2824554
287.8625,45,1.3008380882307,45,1.3464372
311.6375,46,1.2263371592547,46,1.2228485
335.4125,47,1.0932978281432,47,1.1456832000000001
359.1875,48,0.93285214993025,48,0.98198391
382.9625,49,0.73824062201734,49,0.73651979
406.7375,50,0.5777367702309799,50,0.58031495
430.5125,51,0.43476618550329,51,0.45762287
454.2875,52,0.30928995692206,52,0.32120787
478.0625,53,0.20564882074463,53,0.19034566
501.8375,54,0.12721989625097,54,0.095648996
525.6125,55,0.07421685988026,55,0.044914830999999995
549.3875,56,0.042028414717,56,0.022834247000000002
573.1625,57,0.024445884191629998,57,0.014538881000000002
596.9375,58,0.01566202204497,58,0.01101268
620.7125,59,0.01200381612744,59,0.0097081971
644.4875,60,0.01219061064212,60,0.010860217
668.2625,61,0.01611922791294,61,0.015286375
692.0375,62,0.0217699325531,62,0.021241402000000003
715.8125,63,0.022372030169000003,63,0.021969481000000003
739.5875,64,0.01448571379993,64,0.014314357
763.3625,65,0.00325132546212,65,0.0031816264
787.1375,66,-0.00497136142173,66,-0.0049860172
810.9125,67,-0.00734110211817,67,-0.0073913109
834.6875,68,-0.00475491941137,68,-0.0047202726
858.4625,69,-0.001180930432035,69,-0.0011717789
882.2375,70,0.0011110909463029998,70,0.0010623558
906.0125,71,0.0021231645069600003,71,0.0021632436
929.7875,72,0.00250414328761,72,0.0025094507999999997
953.5625,73,0.00254694327834,73,0.0024985467999999998
977.3375,74,0.00253642070693,74,0.0025716503
1001.1125,75,0.0677212451983,75,0.067703232
